categories,place_name,place_name_link,review_count_x,review_count_link,thumbnail_image,thumbnail_image_alt,thumbnail_image_link,url_x,url_y,review_count_y,rating,review_talk_1,review_talk_2,review_talk_3,address,postcode
Educational sites,KidZania London,https://www.tripadvisor.com/Attraction_Review-g186338-d8096738-Reviews-KidZania_London-London_England.html,"1,126 reviews",https://www.tripadvisor.com/Attraction_Review-g186338-d8096738-Reviews-KidZania_London-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/10/6b/5e/37/firefighters-at-kidzania.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d8096738-Reviews-KidZania_London-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa210-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d8096738-Reviews-KidZania_London-London_England.html,"1,126",3.5,“bank account”,“british airways”,“cabin crew”,"Westfield London | Ariel Way, London W12 7GA, England","London W12 7GA,"
Neighborhoods,Holborn,https://www.tripadvisor.com/Attraction_Review-g186338-d218011-Reviews-Holborn-London_England.html,61 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d218011-Reviews-Holborn-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-s/06/23/f2/f1/holborn.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d218011-Reviews-Holborn-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa210-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d218011-Reviews-Holborn-London_England.html,61,4.0,“british museum”,“russell square”,“interesting area”,"London, England","London,"
Cemeteries,Kensal Green Cemetery,https://www.tripadvisor.com/Attraction_Review-g186338-d909723-Reviews-Kensal_Green_Cemetery-London_England.html,49 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d909723-Reviews-Kensal_Green_Cemetery-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/01/1d/03/a6/anglican-chapel-from.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d909723-Reviews-Kensal_Green_Cemetery-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa210-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d909723-Reviews-Kensal_Green_Cemetery-London_England.html,49,4.5,“two hours”,“fascinating stories”,“bakerloo line”,"Kensal Green Cemetery Harrow Road, London W10 4RA, England","London W10 4RA,"
Neighborhoods,St. John's Wood,https://www.tripadvisor.com/Attraction_Review-g186338-d543332-Reviews-St_John_s_Wood-London_England.html,48 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d543332-Reviews-St_John_s_Wood-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/01/39/22/47/st-john-s-wood.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d543332-Reviews-St_John_s_Wood-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa240-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d543332-Reviews-St_John_s_Wood-London_England.html,48,4.0,“underground station”,“primrose hill”,“lords cricket ground”,"London, England","London,"
Neighborhoods,Acklam Village Market,https://www.tripadvisor.com/Attraction_Review-g186338-d3345954-Reviews-Acklam_Village_Market-London_England.html,45 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d3345954-Reviews-Acklam_Village_Market-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/03/dc/f9/80/acklam-village-market.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d3345954-Reviews-Acklam_Village_Market-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa240-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d3345954-Reviews-Acklam_Village_Market-London_England.html,45,4.5,,,,"4 - 8 Acklam Road, London W10 5TY, England","London W10 5TY,"
Churches & Cathedrals,St Pancras Parish Church,https://www.tripadvisor.com/Attraction_Review-g186338-d2414367-Reviews-St_Pancras_Parish_Church-London_England.html,51 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d2414367-Reviews-St_Pancras_Parish_Church-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-s/02/35/c9/99/beautiful-centrepiece.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d2414367-Reviews-St_Pancras_Parish_Church-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa240-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d2414367-Reviews-St_Pancras_Parish_Church-London_England.html,51,4.0,“greek revival”,“euston road”,“stained glass”,"Euston Road, London NW1 2BA, England","London NW1 2BA,"
Architectural Buildings,Battersea Power Station,https://www.tripadvisor.com/Attraction_Review-g186338-d548648-Reviews-Battersea_Power_Station-London_England.html,98 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d548648-Reviews-Battersea_Power_Station-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/01/15/e9/8f/inside-station-a.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d548648-Reviews-Battersea_Power_Station-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa240-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d548648-Reviews-Battersea_Power_Station-London_England.html,98,4.0,“pink floyd”,“album”,“development”,"Battersea Power Station 188 Kirtling Street, London SW8 5BN, England","London SW8 5BN,"
Points of Interest & Landmarks,Park Lane,https://www.tripadvisor.com/Attraction_Review-g186338-d187565-Reviews-Park_Lane-London_England.html,83 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d187565-Reviews-Park_Lane-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/01/72/02/e9/park-lane.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d187565-Reviews-Park_Lane-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa240-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d187565-Reviews-Park_Lane-London_England.html,83,4.0,“marble arch”,“estate agents”,“expensive cars”,"Park Lane, London, England","London,"
Points of Interest & Landmarks,St. Magnus The Martyr,https://www.tripadvisor.com/Attraction_Review-g186338-d6556650-Reviews-St_Magnus_The_Martyr-London_England.html,45 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d6556650-Reviews-St_Magnus_The_Martyr-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/06/82/f8/a1/st-magnus-the-martyr.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d6556650-Reviews-St_Magnus_The_Martyr-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa240-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d6556650-Reviews-St_Magnus_The_Martyr-London_England.html,45,4.5,“scale model”,“london bridge”,“lower thames street”,"Lower Thames Street, London EC3R 6DN, England","London EC3R 6DN,"
Ancient Ruins,Billingsgate Roman Bath House,https://www.tripadvisor.com/Attraction_Review-g186338-d8643863-Reviews-Billingsgate_Roman_Bath_House-London_England.html,28 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d8643863-Reviews-Billingsgate_Roman_Bath_House-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/09/5d/bb/f2/billingsgate-roman-bath.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d8643863-Reviews-Billingsgate_Roman_Bath_House-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa240-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d8643863-Reviews-Billingsgate_Roman_Bath_House-London_England.html,28,4.5,“office block”,“open to the public”,“uneven surfaces”,"101 Lower Thames Street, London EC3R 6DL, England","London EC3R 6DL,"
Neighborhoods,Angel,https://www.tripadvisor.com/Attraction_Review-g186338-d494458-Reviews-Angel-London_England.html,43 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d494458-Reviews-Angel-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-s/01/67/6a/ca/sculpture-at-angel-islington.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d494458-Reviews-Angel-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa240-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d494458-Reviews-Angel-London_England.html,43,4.5,“camden passage”,“upper street”,“islington”,"London, England","London,"
Farms,Spitalfields City Farm,https://www.tripadvisor.com/Attraction_Review-g186338-d6495752-Reviews-Spitalfields_City_Farm-London_England.html,39 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d6495752-Reviews-Spitalfields_City_Farm-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/06/49/10/ff/spitalfields-city-farm.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d6495752-Reviews-Spitalfields_City_Farm-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa240-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d6495752-Reviews-Spitalfields_City_Farm-London_England.html,39,4.5,“farm animals”,“close to brick lane”,“free entry”,"Buxton Street, London E1 5AR, England","London E1 5AR,"
Historic Sites,St. Margarets Church Westminster Abbey,https://www.tripadvisor.com/Attraction_Review-g186338-d10826282-Reviews-St_Margarets_Church_Westminster_Abbey-London_England.html,29 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d10826282-Reviews-St_Margarets_Church_Westminster_Abbey-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-i/0d/41/2f/13/st-margarets-church-westminste.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d10826282-Reviews-St_Margarets_Church_Westminster_Abbey-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa240-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d10826282-Reviews-St_Margarets_Church_Westminster_Abbey-London_England.html,29,4.5,“william caxton”,“sir walter raleigh”,“no pictures allowed”,"St. Margaret Street, London SW1P 3JX, England","London SW1P 3JX,"
Observation Decks & Towers,Tower 42,https://www.tripadvisor.com/Attraction_Review-g186338-d6487686-Reviews-Tower_42-London_England.html,100 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d6487686-Reviews-Tower_42-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/05/b2/b9/7d/tower-42.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d6487686-Reviews-Tower_42-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa240-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d6487686-Reviews-Tower_42-London_England.html,100,4.0,“champagne bar”,“views are amazing”,“minimum spend”,"Tower 42 25 Old Broad Street, London EC2N 1PB, England","London EC2N 1PB,"
Architectural Buildings,The Gilbert Scott Bar,https://www.tripadvisor.com/Attraction_Review-g186338-d7854847-Reviews-The_Gilbert_Scott_Bar-London_England.html,49 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d7854847-Reviews-The_Gilbert_Scott_Bar-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/12/67/45/99/victorian-splendour-at.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d7854847-Reviews-The_Gilbert_Scott_Bar-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa240-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d7854847-Reviews-The_Gilbert_Scott_Bar-London_England.html,49,4.0,“st pancras”,“gothic”,“platform”,"Euston Road | St Pancras Renaissance Hotel, London NW1 2AR, England","London NW1 2AR,"
Monuments & Statues,Shakespeare Monument,https://www.tripadvisor.com/Attraction_Review-g186338-d6758084-Reviews-Shakespeare_Monument-London_England.html,51 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d6758084-Reviews-Shakespeare_Monument-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/06/0d/30/07/shakespeare-monument.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d6758084-Reviews-Shakespeare_Monument-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa240-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d6758084-Reviews-Shakespeare_Monument-London_England.html,51,4.0,“leicester square”,“nice statue”,“pedestal”,"Leicester Square, London, England","London,"
Piers & Boardwalks,Gabriel's Wharf,https://www.tripadvisor.com/Attraction_Review-g186338-d3459941-Reviews-Gabriel_s_Wharf-London_England.html,62 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d3459941-Reviews-Gabriel_s_Wharf-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/08/c3/d4/c1/gabriel-s-wharf.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d3459941-Reviews-Gabriel_s_Wharf-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa240-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d3459941-Reviews-Gabriel_s_Wharf-London_England.html,62,4.0,“south bank”,“itv studios”,“interesting shops”,"56 Upper Ground, London SE1 9PP, England","London SE1 9PP,"
Points of Interest & Landmarks,Speakers' Corner,https://www.tripadvisor.com/Attraction_Review-g186338-d240651-Reviews-Speakers_Corner-London_England.html,254 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d240651-Reviews-Speakers_Corner-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/01/37/bf/c9/speakers-corner.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d240651-Reviews-Speakers_Corner-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa240-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d240651-Reviews-Speakers_Corner-London_England.html,256,3.5,“free speech”,“hyde park”,“soap box”,"What3words: Jacket.year.remind | Marble Arch, Hyde Park, London N7 8EL, England","London N7 8EL,"
Observation Decks & Towers,Heron Tower,https://www.tripadvisor.com/Attraction_Review-g186338-d7166135-Reviews-Heron_Tower-London_England.html,42 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d7166135-Reviews-Heron_Tower-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/07/4c/71/29/heron-tower-from-liverpool.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d7166135-Reviews-Heron_Tower-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa240-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d7166135-Reviews-Heron_Tower-London_England.html,42,4.5,“duck waffle”,“waffle bar”,“london skyline”,"110 Bishopsgate, London, England","London,"
Observation Decks & Towers,The View Tube,https://www.tripadvisor.com/Attraction_Review-g186338-d2258876-Reviews-The_View_Tube-London_England.html,52 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d2258876-Reviews-The_View_Tube-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/06/22/92/53/the-view-tube.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d2258876-Reviews-The_View_Tube-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa240-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d2258876-Reviews-The_View_Tube-London_England.html,52,4.5,,,,"The Greenway Marshgate Lane Pudding Mill Lane, London E15 2PJ, England","London E15 2PJ,"
Architectural Buildings,Olympia London,https://www.tripadvisor.com/Attraction_Review-g186338-d548773-Reviews-Olympia_London-London_England.html,516 reviews,https://www.tripadvisor.com/Attraction_Review-g186338-d548773-Reviews-Olympia_London-London_England.html#REVIEWS,https://media-cdn.tripadvisor.com/media/photo-f/07/96/e2/86/olympia-exhibition-hall.jpg,,https://www.tripadvisor.com/Attraction_Review-g186338-d548773-Reviews-Olympia_London-London_England.html,https://www.tripadvisor.co.uk/Attractions-g186338-Activities-c47-oa240-London_England.html#FILTERED_LIST,https://www.tripadvisor.com/Attraction_Review-g186338-d548773-Reviews-Olympia_London-London_England.html,516,3.5,“earls court”,“british beer”,“comic con”,"Hammersmith Road, London W14 8UX, England","London W14 8UX,"
