name,name_link,review_count_link,cuisines_block_x,cuisines_categories,cuisines_categories_link,reviews,url_y,rating,cuisines_block,price_group,review_count,review_talk_1,review_talk_2,review_talk_3,address,postcode,thumbnail,thumbnail_alt_x,thumbnail_alt_y,categories,reviews_combined,rev_cat_soup
Franzina Trattoria,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d10463279-Reviews-Franzina_Trattoria-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d10463279-Reviews-Franzina_Trattoria-London_England.html#REVIEWS,££ - £££ Italian Mediterranean Vegetarian Friendly Vegan Options,Italian; Mediterranean; Vegetarian Friendly; Vegan Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c26-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c28-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html,What a gem; Sicilia bedda!,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d10463279-Reviews-Franzina_Trattoria-London_England.html,5.0,"Italian, Mediterranean, Vegetarian Friendly, Vegan Options",$$ - $$$,59,“tagliatelle”,“doughnuts”,“arancina”,"Pop Brixton 49 Brixton Station Road, London SW9 8PQ, England",SW9 8PQ,https://media-cdn.tripadvisor.com/media/photo-s/0d/ca/e0/8f/main-courses-and-sicilian.jpg,,,italian mediterranean vegetarianfriendly veganoptions,What a gem Sicilia bedda tagliatelle doughnuts arancina,What a gem Sicilia bedda tagliatelle doughnuts arancina italian mediterranean vegetarianfriendly veganoptions
Olivelli - Waterloo,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d734192-Reviews-Olivelli_Waterloo-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d734192-Reviews-Olivelli_Waterloo-London_England.html#REVIEWS,££ - £££ Italian Pizza Mediterranean European Vegetarian Friendly Gluten Free Options Vegan Options,Italian; Pizza; Mediterranean; European; Vegetarian Friendly; Gluten Free Options; Vegan Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c26-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c31-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c28-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c18-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html,Food and service was great. Slightly expen...; Cramped environment but good food,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d734192-Reviews-Olivelli_Waterloo-London_England.html,4.0,"Italian, Pizza, Mediterranean, European, Vegetarian Friendly, Gluten Free Options, Vegan Options",$$ - $$$,623,“pasta”,“pollo”,“arancini”,"61 The Cut, London SE1 8LL, England",SE1 8LL,https://media-cdn.tripadvisor.com/media/photo-s/04/24/0a/d7/paradiso-olivelli-the.jpg,,,italian pizza mediterranean european vegetarianfriendly glutenfreeoptions veganoptions,Food and service was great Slightly expen Cramped environment but good food pasta pollo arancini,Food and service was great Slightly expen Cramped environment but good food pasta pollo arancini italian pizza mediterranean european vegetarianfriendly glutenfreeoptions veganoptions
the mac factory,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d6642112-Reviews-The_mac_factory-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d6642112-Reviews-The_mac_factory-London_England.html#REVIEWS,£ American Fast food Vegetarian Friendly,American; Fast food; Vegetarian Friendly,https://www.tripadvisor.co.uk/Restaurants-g186338-c2-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c10646-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html,Awesome Mac and Cheese and Great Flavors!; Amazing mac and cheese,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d6642112-Reviews-The_mac_factory-London_England.html,4.5,"American, Fast Food, Vegetarian Friendly",$,91,“mac and cheese”,“pasta”,“pancetta”,"Camden Lock Market | West Yard, London NW1 8AB, England",NW1 8AB,https://media-cdn.tripadvisor.com/media/photo-s/12/8c/fa/da/img-20180401-164808-481.jpg,,,american fastfood vegetarianfriendly,Awesome Mac and Cheese and Great Flavors Amazing mac and cheese mac and cheese pasta pancetta,Awesome Mac and Cheese and Great Flavors Amazing mac and cheese mac and cheese pasta pancetta american fastfood vegetarianfriendly
London Steakhouse Co.,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1501386-Reviews-London_Steakhouse_Co-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1501386-Reviews-London_Steakhouse_Co-London_England.html#REVIEWS,££££ French Gluten Free Options,French; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c20-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,London Steakhouse Chelsea; McCann,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1501386-Reviews-London_Steakhouse_Co-London_England.html,4.0,"French, Gluten Free Options",$$$$,"5,209",“steak”,“kipper pate”,“three course meal”,"386 Kings Road | Chelsea, London SW3 5UZ, England",SW3 5UZ,,,,french glutenfreeoptions,London Steakhouse Chelsea McCann steak kipper pate three course meal,London Steakhouse Chelsea McCann steak kipper pate three course meal french glutenfreeoptions
Sefa Restaurant,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7646351-Reviews-Sefa_Restaurant-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7646351-Reviews-Sefa_Restaurant-London_England.html#REVIEWS,££ - £££ Mediterranean Barbecue Turkish Middle Eastern Vegetarian Friendly Halal Gluten Free Options Vegan Options,Mediterranean; Barbecue; Turkish; Middle Eastern; Vegetarian Friendly; Halal; Gluten Free Options; Vegan Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c28-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c6-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c10663-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c30-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10751-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html,Wonderful; Amazing find!,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7646351-Reviews-Sefa_Restaurant-London_England.html,4.5,"Mediterranean, Barbecue, Turkish, Middle Eastern, Vegetarian Friendly, Halal, Gluten Free Options, Vegan Options",$$ - $$$,195,“hummus”,“lamb”,“mixed kebab”,"129-131 Trafalgar Road, London SE10 9TX, England",SE10 9TX,https://media-cdn.tripadvisor.com/media/photo-w/11/d9/e1/81/sefa-restaurant.jpg,,,mediterranean barbecue turkish middleeastern vegetarianfriendly halal glutenfreeoptions veganoptions,Wonderful Amazing find hummus lamb mixed kebab,Wonderful Amazing find hummus lamb mixed kebab mediterranean barbecue turkish middleeastern vegetarianfriendly halal glutenfreeoptions veganoptions
The Real Greek - Soho,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7649140-Reviews-The_Real_Greek_Soho-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7649140-Reviews-The_Real_Greek_Soho-London_England.html#REVIEWS,££ - £££ Mediterranean Greek Vegetarian Friendly Vegan Options Gluten Free Options,Mediterranean; Greek; Vegetarian Friendly; Vegan Options; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c28-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c23-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,Authentic Greek food at its best.; Fabulous meze before the theatre,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7649140-Reviews-The_Real_Greek_Soho-London_England.html,4.5,"Mediterranean, Greek, Vegetarian Friendly, Vegan Options, Gluten Free Options",$$ - $$$,600,“hummus”,“octopus”,“meze dishes”,"50 Berwick Street | Soho, London W1F 8SJ, England",W1F 8SJ,https://media-cdn.tripadvisor.com/media/photo-w/11/0e/b4/ac/the-real-greek-soho.jpg,,,mediterranean greek vegetarianfriendly veganoptions glutenfreeoptions,Authentic Greek food at its best Fabulous meze before the theatre hummus octopus meze dishes,Authentic Greek food at its best Fabulous meze before the theatre hummus octopus meze dishes mediterranean greek vegetarianfriendly veganoptions glutenfreeoptions
Abeno Too,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d680369-Reviews-Abeno_Too-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d680369-Reviews-Abeno_Too-London_England.html#REVIEWS,££ - £££ Japanese Asian Vegetarian Friendly Gluten Free Options Vegan Options,Japanese; Asian; Vegetarian Friendly; Gluten Free Options; Vegan Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c27-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c3-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html,Very good Japanese restaurant; Great food,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d680369-Reviews-Abeno_Too-London_England.html,4.0,"Japanese, Asian, Vegetarian Friendly, Gluten Free Options, Vegan Options",$$ - $$$,428,“okonomiyaki”,“pancakes”,“gyoza”,"17-18 Great Newport Street, London WC2H 7JE, England",WC2H 7JE,https://media-cdn.tripadvisor.com/media/photo-w/11/eb/88/32/photo-20180128-204916.jpg,,,japanese asian vegetarianfriendly glutenfreeoptions veganoptions,Very good Japanese restaurant Great food okonomiyaki pancakes gyoza,Very good Japanese restaurant Great food okonomiyaki pancakes gyoza japanese asian vegetarianfriendly glutenfreeoptions veganoptions
Wildwood Kitchen,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d4295510-Reviews-Wildwood_Kitchen-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d4295510-Reviews-Wildwood_Kitchen-London_England.html#REVIEWS,££ - £££ Italian Pizza Mediterranean European Vegetarian Friendly Gluten Free Options Vegan Options,Italian; Pizza; Mediterranean; European; Vegetarian Friendly; Gluten Free Options; Vegan Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c26-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c31-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c28-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c18-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html,Fresh tasting food.; Excellent Food,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d4295510-Reviews-Wildwood_Kitchen-London_England.html,4.0,"Italian, Pizza, Mediterranean, European, Vegetarian Friendly, Gluten Free Options, Vegan Options",$$ - $$$,423,“pizza”,“wild boar burger”,“baked brie”,"184 Shaftesbury Avenue, London WC2H 8JB, England",WC2H 8JB,https://media-cdn.tripadvisor.com/media/photo-w/12/29/59/b8/intimate-interior-at.jpg,,,italian pizza mediterranean european vegetarianfriendly glutenfreeoptions veganoptions,Fresh tasting food Excellent Food pizza wild boar burger baked brie,Fresh tasting food Excellent Food pizza wild boar burger baked brie italian pizza mediterranean european vegetarianfriendly glutenfreeoptions veganoptions
Langans Brasserie,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d719668-Reviews-Langans_Brasserie-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d719668-Reviews-Langans_Brasserie-London_England.html#REVIEWS,££££ French European British Vegetarian Friendly Gluten Free Options,French; European; British; Vegetarian Friendly; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c20-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c18-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c7-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,A London Classic by Michael Caine; A very pleasant romantic little resultant...,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d719668-Reviews-Langans_Brasserie-London_England.html,4.0,"Search available times for this restaurant; French, European, British, Vegetarian Friendly, Gluten Free Options",$$$$,"1,967",“anchovy sauce”,“liver”,“bangers and mash”,"Stratton Street, London W1J 8LB, England",W1J 8LB,https://media-cdn.tripadvisor.com/media/photo-w/12/af/3c/ff/eclectic-art-collection.jpg,,,french european british vegetarianfriendly glutenfreeoptions,A London Classic by Michael Caine A very pleasant romantic little resultant anchovy sauce liver bangers and mash,A London Classic by Michael Caine A very pleasant romantic little resultant anchovy sauce liver bangers and mash french european british vegetarianfriendly glutenfreeoptions
The Blackbird,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1043914-Reviews-The_Blackbird-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1043914-Reviews-The_Blackbird-London_England.html#REVIEWS,££ - £££ Bar British Pub Brew Pub Gastropub Vegetarian Friendly,British; Vegetarian Friendly,https://www.tripadvisor.co.uk/Restaurants-g186338-c7-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html,Good English Breakfast and good normal men...; Quite nice,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1043914-Reviews-The_Blackbird-London_England.html,4.0,"Bar, British, Pub, Brew Pub, Gastropub, Vegetarian Friendly",$$ - $$$,"1,493",“pies”,“fish and chips”,“house pie”,"209 Earls Court Road, London SW5 9AN, England",SW5 9AN,https://media-cdn.tripadvisor.com/media/photo-w/0f/ca/24/d3/the-blackbird-friendly.jpg,,,british vegetarianfriendly,Good English Breakfast and good normal men Quite nice pies fish and chips house pie,Good English Breakfast and good normal men Quite nice pies fish and chips house pie british vegetarianfriendly
Annie's Restaurant- Chiswick,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d940496-Reviews-Annie_s_Restaurant_Chiswick-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d940496-Reviews-Annie_s_Restaurant_Chiswick-London_England.html#REVIEWS,££ - £££ European British Vegetarian Friendly Vegan Options Gluten Free Options,European; British; Vegetarian Friendly; Vegan Options; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c18-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c7-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,Treated us to a superb prenuptial send off; Good but a few niggles,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d940496-Reviews-Annie_s_Restaurant_Chiswick-London_England.html,4.0,"European, British, Vegetarian Friendly, Vegan Options, Gluten Free Options",$$ - $$$,381,“brunch”,“lamb burger”,“banoffee pie”,"162 Thames Road, London W4 3QS, England",W4 3QS,https://media-cdn.tripadvisor.com/media/photo-o/0a/54/25/d7/poached-egg-and-crushed.jpg,,,european british vegetarianfriendly veganoptions glutenfreeoptions,Treated us to a superb prenuptial send off Good but a few niggles brunch lamb burger banoffee pie,Treated us to a superb prenuptial send off Good but a few niggles brunch lamb burger banoffee pie european british vegetarianfriendly veganoptions glutenfreeoptions
MOCKitchen,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7806502-Reviews-MOCKitchen-London_England.html,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7806502-Reviews-MOCKitchen-London_England.html#REVIEWS,££ - £££ Asian Vietnamese Vegetarian Friendly Vegan Options Gluten Free Options,Asian; Vietnamese; Vegetarian Friendly; Vegan Options; Gluten Free Options,https://www.tripadvisor.co.uk/Restaurants-g186338-c3-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-c41-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10665-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10697-London_England.html; https://www.tripadvisor.co.uk/Restaurants-g186338-zfz10992-London_England.html,A cozy little gem!; Fresh and delicious.,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7806502-Reviews-MOCKitchen-London_England.html,4.5,"Asian, Vietnamese, Vegetarian Friendly, Vegan Options, Gluten Free Options",$$ - $$$,133,“pho”,“summer rolls”,“banh mi”,"Villiers Street | Unit 2, London WC2N 6NG, England",WC2N 6NG,https://media-cdn.tripadvisor.com/media/photo-s/12/27/98/49/photo0jpg.jpg,,,asian vietnamese vegetarianfriendly veganoptions glutenfreeoptions,A cozy little gem Fresh and delicious pho summer rolls banh mi,A cozy little gem Fresh and delicious pho summer rolls banh mi asian vietnamese vegetarianfriendly veganoptions glutenfreeoptions
